amount,transaction_hour,transactions_last_10min,failed_attempts,new_device,location_change,account_age_days,previous_chargebacks,ip_repeat_count,merchant_tx_per_min,failure_rate_5m,fraud
2989.63,22,4,0,0,0,370,0,2,33.21,1.07,0
8578.72,1,2,1,0,0,932,0,2,3.3,15.73,1
1145.22,2,4,1,0,0,1028,0,1,22.24,5.92,0
8149.48,11,3,0,0,0,491,0,3,24.91,2.84,0
1996.0,18,1,1,0,0,297,0,1,3.97,5.01,0
1049.5,10,4,2,1,0,538,0,2,16.01,13.79,1
2996.3,20,4,0,0,1,282,0,0,16.71,5.52,0
15843.21,3,5,1,0,0,455,0,2,19.23,2.95,0
4403.06,20,1,1,0,0,132,0,3,31.4,6.71,0
17523.75,10,2,0,0,0,164,0,1,23.0,5.43,0
1658.77,6,2,1,0,0,1046,0,1,24.85,3.33,0
10940.68,15,4,0,0,0,371,0,1,17.05,7.43,0
1835.79,18,4,1,0,0,662,0,1,20.57,8.07,0
4612.82,22,4,0,0,0,334,0,1,35.91,6.31,0
4571.14,2,2,2,0,0,359,0,1,31.29,7.49,0
7292.24,16,2,2,0,0,781,0,2,27.38,6.54,0
4737.56,7,0,1,0,0,796,0,1,15.36,3.81,0
1675.48,12,7,1,0,0,618,0,2,19.51,4.98,0
9175.78,11,3,1,0,0,728,1,1,19.99,9.53,0
22431.9,18,1,0,0,0,407,0,4,26.06,1.77,0
1972.4,9,4,4,0,0,999,0,2,26.44,23.21,1
530.07,6,1,0,0,0,401,0,3,23.16,5.95,0
6150.48,11,1,0,0,0,433,0,2,20.94,4.72,0
2571.54,16,0,0,0,0,322,0,3,20.35,6.19,0
3172.71,20,1,0,0,0,926,0,4,21.68,5.53,0
6528.85,0,1,0,0,0,266,1,1,15.67,2.81,0
2254.74,13,1,0,0,0,339,0,1,19.87,5.16,0
2745.46,1,4,0,0,0,504,1,1,20.44,7.22,0
3277.63,14,1,2,0,0,224,0,2,11.86,8.41,0
17038.69,14,5,2,0,0,715,0,2,6.79,4.77,0
3757.74,20,1,1,0,0,32,0,4,17.94,4.81,0
994.8,4,5,3,1,0,156,0,3,18.38,5.68,1
1037.25,19,4,1,0,0,572,0,1,27.05,4.26,0
4214.1,16,1,1,0,0,180,0,1,14.43,8.31,0
1112.21,15,1,2,0,0,113,0,1,23.96,5.61,0
705.98,15,2,0,0,0,331,0,2,13.12,3.9,0
7096.19,13,2,1,0,0,287,0,1,24.36,15.37,0
7470.55,1,2,0,0,0,666,0,1,13.04,4.68,0
2473.67,19,5,0,0,0,756,0,6,8.18,6.31,0
4955.94,9,1,0,0,1,244,0,0,22.17,11.64,0
4436.09,2,4,2,0,0,409,0,3,18.7,10.39,1
6853.68,14,3,1,1,0,344,0,0,15.28,2.17,0
6870.47,22,1,0,1,0,344,0,0,17.1,5.0,0
236.02,17,8,1,0,0,166,0,1,15.17,4.73,0
2828.43,5,0,1,0,0,292,0,5,18.68,3.5,0
6271.68,19,4,0,0,0,336,0,1,16.76,8.1,0
2366.15,20,3,0,0,0,1048,0,2,10.14,1.78,0
3782.02,7,3,0,0,0,148,0,2,19.74,17.5,0
8008.31,12,3,2,0,0,231,0,1,15.21,8.83,0
3963.85,20,3,0,0,0,419,0,4,14.36,8.56,0
17735.36,3,6,0,0,0,119,0,1,22.84,12.96,1
11888.6,8,0,2,0,0,323,0,2,17.09,2.51,0
3214.76,10,3,0,0,0,914,1,4,18.61,9.93,0
2957.36,0,2,1,0,0,145,0,3,23.82,14.24,1
182.57,4,3,1,1,0,236,0,0,22.69,11.81,1
2584.2,14,5,1,0,0,204,0,3,11.57,14.57,1
879.25,6,3,0,0,0,143,0,4,21.12,7.31,0
4593.01,5,0,1,0,0,293,0,3,18.94,2.77,0
4274.89,7,3,1,0,0,49,0,0,9.31,6.42,0
7560.17,2,0,1,0,0,183,0,1,15.14,1.72,0
15780.09,15,0,4,0,0,736,0,0,15.98,2.06,0
3541.89,6,3,0,0,0,159,0,3,12.05,4.81,0
39912.19,15,6,1,1,0,358,0,1,15.95,13.77,1
4647.45,19,1,1,0,0,616,0,2,10.74,6.7,0
919.91,11,6,0,0,0,387,0,1,23.44,4.61,0
2017.92,21,1,1,0,0,239,0,1,12.63,0.26,0
2461.72,4,6,1,0,0,476,0,0,21.38,7.19,0
6780.01,23,2,1,1,1,373,0,1,18.74,11.25,1
1346.67,7,3,0,1,1,795,0,1,22.6,3.29,0
2662.78,7,4,0,1,0,557,0,2,21.88,13.19,1
3074.53,23,1,0,1,0,579,0,1,18.35,2.28,0
2274.4,10,1,0,0,0,375,1,0,26.95,4.84,0
8535.47,17,3,0,0,1,526,0,6,21.07,1.7,0
7139.42,19,2,1,0,0,1466,0,4,9.05,4.84,0
12393.1,10,3,0,0,0,336,0,5,11.5,9.02,0
2571.96,7,2,0,0,0,403,0,1,4.63,8.87,0
12870.0,11,3,0,0,0,676,0,0,20.9,2.06,0
869.4,9,4,0,0,0,466,0,3,14.78,2.0,0
847.42,9,3,1,0,0,422,0,1,17.36,5.16,0
1017.91,5,1,0,0,0,359,0,1,26.06,10.27,0
3676.34,21,4,3,0,0,291,0,6,7.4,9.68,1
12867.98,13,2,1,0,0,547,0,0,16.84,2.85,0
1934.78,19,2,2,1,0,335,0,0,15.83,13.75,1
2207.18,15,1,0,0,0,469,0,2,17.07,21.1,1
2902.07,8,2,0,0,0,139,0,0,7.27,2.21,0
6644.0,7,1,1,0,0,464,0,0,23.15,15.55,1
2205.02,23,3,2,1,0,854,0,1,15.31,1.87,0
2079.56,0,1,2,1,0,75,0,3,20.99,5.19,0
886.55,7,5,2,0,0,316,0,1,34.68,5.04,0
1997.58,17,1,0,0,0,161,0,1,12.06,3.72,0
12535.69,13,3,1,0,0,302,0,2,6.86,3.85,0
4005.69,14,3,0,0,0,285,0,0,16.56,10.48,0
1674.3,0,5,2,0,0,186,1,2,29.38,8.36,1
13332.38,5,2,0,1,0,290,0,1,20.24,7.29,0
1969.48,14,3,1,0,0,859,0,0,18.26,6.21,0
16170.65,7,2,0,0,0,697,0,3,23.05,2.73,0
15895.44,11,1,1,0,1,893,0,0,17.74,2.15,0
3861.5,22,1,0,0,0,230,1,1,17.16,7.46,0
754.85,15,6,0,0,1,609,0,2,14.4,11.84,1
40294.72,15,0,1,0,0,303,0,2,22.29,3.19,0
5467.85,4,1,3,0,0,575,0,3,14.64,6.33,0
2591.31,14,1,0,0,0,21,0,0,22.16,4.89,0
9936.14,23,4,2,0,0,384,0,2,8.81,5.41,0
7611.52,15,3,2,0,0,469,1,1,24.89,2.33,0
14421.64,18,2,0,0,0,287,0,1,23.33,4.83,0
1816.26,22,2,0,0,1,255,0,0,21.6,6.88,0
5086.76,21,5,1,0,0,315,0,1,15.19,2.13,0
1048.21,8,1,0,0,0,51,0,2,14.02,2.76,0
7329.42,7,4,1,0,0,193,1,1,23.51,7.72,0
3554.28,6,1,1,0,0,149,0,0,10.46,2.87,0
4890.55,18,1,1,0,0,786,0,1,17.52,7.8,0
3122.32,9,5,3,0,0,454,0,4,16.37,5.68,0
2797.44,19,5,1,1,0,767,0,1,15.74,3.5,0
1463.17,19,5,1,0,0,36,0,1,21.34,16.21,1
8349.46,15,3,0,0,1,219,0,1,20.39,1.47,0
17399.37,2,2,0,0,0,599,0,0,12.99,5.71,0
2029.41,17,4,0,0,0,183,0,0,10.99,3.55,0
6510.8,4,2,0,0,1,659,0,1,20.17,3.3,0
5731.85,13,2,2,0,1,231,0,2,21.18,1.37,0
3672.04,5,2,1,0,0,1146,0,0,17.55,11.83,0
732.95,1,1,0,0,1,182,0,1,23.36,1.62,0
928.27,15,2,0,0,0,967,0,1,15.77,3.76,0
1603.54,10,3,1,0,0,477,1,2,25.64,2.78,0
385.31,15,4,2,0,1,259,0,1,31.45,8.96,1
15969.44,11,2,0,0,0,717,0,2,19.68,8.15,0
5356.62,8,4,0,1,0,256,0,1,27.4,3.42,0
3528.19,0,2,0,1,0,341,0,1,15.83,1.51,0
365.13,6,3,0,0,0,654,1,1,21.72,4.85,0
536.43,21,4,0,0,0,463,0,0,14.02,16.23,0
3632.01,18,3,1,0,0,309,1,1,21.06,9.27,1
28825.46,11,3,0,0,0,148,0,1,14.88,3.22,0
1748.34,0,2,0,1,0,276,0,1,16.02,4.13,0
9018.09,23,0,0,0,0,86,0,3,18.63,5.06,0
2199.76,17,4,0,0,0,808,1,3,10.89,8.59,0
3858.37,0,4,1,0,0,98,0,0,4.56,7.78,0
13035.32,5,5,1,0,0,337,0,4,20.15,15.35,1
2531.96,4,3,0,0,0,599,0,0,20.78,5.62,0
1764.09,21,3,2,0,0,181,1,1,25.29,10.45,1
16138.68,22,3,0,1,0,214,0,3,16.75,8.94,0
3819.35,9,4,1,0,0,1017,0,3,25.42,8.25,0
11450.23,4,9,1,0,0,211,0,1,21.76,12.92,1
1773.11,15,1,1,1,1,308,0,3,25.0,20.24,1
15946.71,6,3,1,0,0,39,0,1,12.28,4.28,0
4852.79,2,3,1,1,0,282,0,0,7.35,7.63,0
5747.54,6,2,0,0,1,529,0,2,12.02,7.46,0
4180.6,6,2,0,0,0,518,1,0,14.56,2.37,0
2141.48,1,0,0,0,0,281,0,6,13.11,14.0,0
3634.52,16,2,0,0,0,281,0,1,18.91,6.37,0
2287.65,8,1,1,1,0,523,0,1,27.45,6.13,0
9971.87,13,6,0,0,0,214,0,1,12.7,8.85,0
2941.84,13,3,0,0,0,93,0,2,19.72,8.06,0
756.47,18,3,0,1,0,288,0,1,9.06,2.45,0
624.28,18,2,0,0,1,538,0,1,16.65,13.17,0
594.04,13,3,1,0,0,401,0,2,19.92,5.34,0
6966.51,20,3,1,0,0,911,0,3,21.26,5.38,0
1086.72,13,3,1,0,0,314,0,0,17.85,1.48,0
4989.5,0,2,0,0,0,892,0,0,17.77,3.46,0
4202.37,20,5,0,0,0,330,0,0,17.56,1.72,0
3401.79,18,2,0,0,0,610,0,0,16.4,9.71,0
5769.41,10,2,1,0,0,648,1,0,12.25,6.26,0
4299.35,9,3,2,1,0,654,1,1,7.79,5.12,1
211.62,21,0,0,1,0,288,2,2,14.46,3.31,0
2592.02,10,4,0,1,0,118,0,2,19.7,3.99,0
5689.39,8,4,0,1,0,295,0,2,22.99,3.48,0
20379.75,17,1,0,0,0,362,0,0,16.75,16.55,0
21392.18,7,2,0,0,0,247,0,2,18.86,2.39,0
870.17,9,4,1,0,0,258,0,2,18.23,1.72,0
2521.95,18,3,2,0,0,194,0,2,18.07,7.63,0
703.16,5,3,1,0,1,157,1,1,13.87,7.0,1
17959.59,0,1,1,1,0,542,0,2,15.89,5.15,0
10545.97,8,1,1,0,0,49,0,3,27.22,2.6,0
5261.22,4,2,0,0,0,152,0,0,17.4,9.96,0
4334.66,8,1,0,1,0,276,0,1,14.0,9.23,0
15516.55,1,2,1,0,0,293,0,2,10.07,7.81,0
12989.43,14,2,1,1,0,462,0,2,16.73,1.79,0
12282.7,12,1,0,1,0,335,0,3,21.18,1.32,0
5881.19,6,4,1,0,1,438,0,1,16.11,4.69,0
2523.27,15,3,2,0,1,459,0,1,4.73,3.31,0
8147.62,3,0,0,0,0,757,0,1,23.73,4.34,0
8577.04,0,4,1,0,0,424,0,0,17.64,3.93,0
2980.45,11,3,1,0,0,248,0,3,17.89,10.31,0
2517.92,3,4,0,0,0,1401,0,0,19.69,6.11,0
11967.85,20,7,1,0,0,707,0,2,5.15,4.86,0
20896.19,7,1,1,1,1,829,0,2,18.08,8.17,1
1657.61,10,2,1,0,0,409,0,3,29.79,4.16,0
2761.29,7,3,1,0,0,339,0,2,14.48,5.52,0
5263.12,10,2,0,1,0,354,1,4,22.02,4.08,0
6068.88,2,1,4,1,0,102,0,4,11.15,6.51,1
2103.83,22,3,2,1,0,211,0,1,20.82,12.7,1
26309.8,4,0,1,0,0,240,0,1,20.22,3.17,0
5671.45,9,2,0,0,0,180,0,1,23.59,3.87,0
6361.07,20,3,0,0,0,94,0,0,12.56,4.97,0
23082.46,10,2,1,0,0,531,0,0,28.54,1.85,0
2272.16,16,2,0,0,0,219,1,0,24.95,4.14,0
3318.1,1,2,2,0,1,204,0,1,18.71,4.12,0
976.54,7,2,1,0,0,323,0,4,12.48,3.77,0
3038.23,18,2,1,0,0,316,1,0,20.41,4.29,0
762.52,6,3,0,0,0,349,1,5,13.59,1.72,0
7984.38,9,1,0,0,0,359,0,1,13.92,6.54,0
5658.97,1,3,1,0,0,304,1,2,2.0,1.85,0
2721.88,12,4,2,0,0,562,0,2,5.65,7.81,0
3276.58,8,2,0,0,1,813,0,2,16.18,6.28,0
8099.36,20,3,1,0,0,222,0,2,21.02,1.63,0
1104.79,9,1,0,0,0,537,0,2,26.2,7.68,0
4511.46,19,1,0,1,0,688,0,1,18.09,5.75,0
7589.23,21,8,1,0,0,482,0,1,22.24,9.67,0
560.38,20,3,1,0,1,121,0,1,28.87,4.29,0
7473.99,17,0,1,0,0,710,0,1,16.63,3.93,0
627.81,14,3,1,0,0,428,0,2,15.8,4.6,0
3218.03,11,3,0,0,0,486,0,1,28.95,4.69,0
1073.24,1,1,1,0,0,258,0,2,23.48,1.21,0
16363.51,3,4,1,0,0,215,0,0,7.65,13.31,1
1080.33,9,4,0,0,1,474,0,3,15.09,1.52,0
643.74,15,2,1,0,0,632,0,1,24.68,3.54,0
4188.17,0,2,1,0,0,299,0,0,20.25,7.55,0
2358.1,22,2,0,0,0,191,0,1,21.46,0.59,0
750.07,23,1,0,0,0,231,0,2,8.43,4.09,0
6323.99,1,1,2,0,0,163,0,2,26.3,4.94,0
449.86,2,2,1,1,0,162,0,1,13.02,1.32,0
1226.53,20,4,1,1,0,238,0,3,13.17,6.59,0
1990.26,4,5,0,0,0,257,0,2,18.47,6.0,0
8453.48,4,2,3,0,0,288,0,1,18.19,7.82,1
14189.28,4,3,1,0,0,327,0,2,13.3,1.6,0
11590.27,16,1,0,0,1,436,0,4,21.99,8.66,0
3099.71,3,4,0,0,0,291,0,0,17.45,5.81,0
284.67,4,1,0,0,0,223,0,3,26.45,6.68,0
5488.42,9,1,1,0,0,153,0,4,20.73,5.61,0
17053.36,14,4,1,0,0,246,0,0,13.14,8.7,0
13299.48,23,2,1,0,0,157,0,2,11.99,21.39,1
5920.03,5,3,0,0,0,564,0,1,22.32,13.08,0
1044.22,6,2,0,0,0,654,0,0,11.45,2.84,0
2097.35,13,3,1,0,0,1007,0,1,15.96,1.88,0
27736.52,10,4,0,0,0,67,1,2,18.74,5.08,0
822.57,14,1,1,0,1,424,0,1,27.77,10.42,0
1090.91,5,2,0,0,0,663,0,1,7.95,3.14,0
9795.51,14,3,1,0,0,236,0,0,10.97,4.52,0
2315.27,22,2,0,0,0,32,0,2,25.79,5.0,0
1052.75,16,2,0,0,0,653,0,1,25.87,8.55,0
18112.72,17,1,1,1,0,359,1,2,28.72,8.94,1
5908.27,1,5,0,0,0,218,0,2,19.48,5.88,0
2438.43,21,2,0,0,0,862,0,2,9.56,4.24,0
1093.28,16,4,1,0,0,218,0,2,29.36,9.23,0
31250.07,15,5,0,1,0,820,0,3,15.43,7.79,0
3548.66,3,6,0,0,0,86,1,4,12.77,14.74,1
15790.98,13,3,0,0,0,124,0,2,26.76,13.27,0
9305.07,16,4,2,0,0,492,0,0,20.27,4.36,0
2107.07,14,1,2,0,0,813,0,1,19.19,6.51,0
2124.76,2,4,0,0,0,253,0,1,22.34,3.96,0
16624.46,0,2,1,0,0,288,0,3,5.0,6.36,0
16909.71,11,4,1,0,0,351,0,2,18.58,2.96,0
507.37,17,1,0,0,0,807,0,1,21.55,3.24,0
6485.14,9,2,0,0,0,973,0,0,22.56,11.56,0
3205.82,16,1,0,0,0,386,0,5,20.92,2.56,0
1230.3,23,1,0,0,0,321,0,1,11.16,5.44,0
4792.62,21,4,2,0,0,296,0,5,12.86,1.97,0
882.65,15,4,0,1,0,151,0,0,24.44,5.81,0
2231.04,17,3,1,0,0,456,0,2,14.11,4.44,0
1574.36,2,2,0,0,0,347,0,3,10.52,3.19,0
2154.3,2,2,0,0,0,504,1,3,16.97,7.35,0
3377.69,16,2,2,0,0,332,0,0,23.43,4.51,0
1253.45,19,1,0,1,0,445,0,2,19.6,5.85,0
18993.23,4,2,1,0,0,402,0,0,12.96,5.67,0
6111.62,14,4,2,0,0,601,0,2,16.34,1.54,0
23963.6,6,2,0,0,0,464,0,2,8.6,5.81,0
3077.63,2,1,2,0,1,56,0,3,22.27,3.81,0
2046.26,9,3,2,0,1,140,0,0,16.85,4.4,0
23071.11,10,4,2,0,0,152,0,2,29.7,7.4,0
1984.33,18,3,0,0,0,137,0,0,10.23,3.68,0
3019.34,20,6,0,0,0,45,0,1,6.91,5.36,0
7754.66,22,2,0,0,1,161,0,1,21.81,6.7,0
992.66,2,1,0,1,0,504,0,1,20.7,5.63,0
7683.72,22,1,0,0,0,510,0,1,18.74,4.89,0
6717.79,12,2,1,0,0,633,0,0,11.09,5.18,0
13805.08,4,3,0,0,0,72,0,0,7.53,5.91,0
9270.07,15,8,2,0,0,711,0,4,15.49,2.05,0
14256.63,1,3,0,0,0,77,0,1,14.63,16.2,0
3242.36,11,1,0,0,0,141,0,4,17.86,6.87,0
1471.73,19,2,2,0,0,112,0,1,11.49,0.9,0
33372.41,23,6,0,0,0,280,1,1,13.46,3.14,0
732.87,6,0,1,1,0,676,0,1,14.18,2.0,0
814.16,4,4,1,0,0,230,0,0,2.0,9.89,0
6590.5,13,0,2,0,0,422,1,0,19.9,8.55,1
20055.03,3,4,1,0,0,174,1,3,22.77,7.01,1
4442.75,23,1,1,0,0,193,0,1,22.26,1.54,0
10396.96,7,3,0,0,0,612,0,2,13.71,2.21,0
447.83,4,2,1,0,0,1048,1,2,14.41,1.18,0
2154.85,5,0,0,0,0,476,0,2,11.68,5.04,0
508.95,8,2,1,1,0,320,0,1,13.5,20.34,1
8262.08,17,7,2,0,1,697,0,5,11.43,4.12,1
717.24,20,3,0,0,0,652,0,3,17.8,12.56,0
951.74,17,3,1,0,0,434,0,0,9.41,4.43,0
6246.19,15,3,1,1,0,163,1,3,19.05,4.11,0
11102.39,6,3,0,0,0,50,1,1,11.28,3.89,0
3081.23,22,7,0,0,0,175,0,0,28.47,11.2,0
6625.5,23,0,0,1,0,622,0,1,6.79,18.76,1
6404.0,15,1,0,0,0,478,0,2,28.92,4.62,0
2903.88,18,2,0,0,1,283,0,2,19.73,1.77,0
1153.5,7,5,0,0,0,292,0,0,26.75,8.07,0
6588.86,10,5,1,1,0,117,1,1,22.08,2.86,1
6930.94,19,3,0,1,0,201,0,0,22.98,5.53,0
9308.89,10,4,0,0,0,163,0,0,20.31,0.2,0
5052.66,18,2,1,1,0,74,0,6,5.76,4.66,0
1067.5,20,7,1,1,0,171,0,2,18.94,6.02,0
7516.51,22,2,1,0,0,173,0,1,27.32,2.06,0
3635.67,6,2,0,0,0,215,0,1,7.79,2.8,0
2193.22,11,3,1,0,1,555,0,4,16.07,5.14,0
2672.13,9,4,0,0,1,353,0,1,22.23,11.63,0
1763.81,12,5,2,0,0,388,1,0,20.42,8.46,1
9258.39,17,0,1,0,0,351,0,1,18.69,5.16,0
821.37,7,4,2,0,0,696,1,2,22.5,8.54,1
1282.85,5,2,0,0,0,401,0,1,24.57,4.17,0
2578.05,6,1,0,0,0,1113,0,1,18.88,3.09,0
19819.83,18,0,1,0,0,289,0,4,20.87,12.59,0
11014.79,23,4,1,0,0,471,0,2,17.35,4.51,0
650.09,2,2,0,0,0,1350,0,1,17.26,8.52,0
15046.71,23,6,0,0,0,224,0,0,11.5,5.42,0
15016.3,0,2,0,0,0,422,0,1,24.71,14.11,0
1061.34,12,3,1,0,0,300,0,3,16.61,8.4,0
257.87,3,4,2,0,0,460,0,0,18.19,0.91,0
3375.06,22,1,0,0,0,356,0,1,21.25,4.55,0
11831.79,18,1,0,0,0,776,0,1,13.67,6.47,0
19357.3,8,3,0,0,0,853,0,0,21.02,12.38,0
1459.18,16,3,2,0,0,266,0,0,23.0,2.83,0
22915.71,20,1,0,0,0,446,1,3,20.64,9.11,0
350.96,5,3,1,0,0,506,0,1,21.11,10.08,0
2473.89,15,3,1,0,1,265,0,1,9.65,4.21,0
2349.43,7,4,0,0,0,487,0,0,16.46,16.7,0
12209.31,17,0,1,0,0,709,0,4,25.85,9.36,0
14231.56,13,4,0,0,0,493,0,1,27.27,8.7,0
9916.3,17,0,2,1,0,398,0,1,30.24,8.12,1
881.76,15,6,0,0,0,364,0,2,16.46,4.97,0
9006.93,15,2,1,0,0,909,0,3,8.47,10.79,0
6213.59,2,4,0,0,0,327,0,1,14.32,10.56,0
629.68,20,5,0,0,0,583,0,2,9.31,6.68,0
415.56,4,4,0,0,0,247,0,4,13.31,3.4,0
10827.98,9,3,0,0,0,42,0,0,16.67,8.08,0
3013.62,12,3,0,0,0,226,0,2,7.55,2.79,0
944.41,20,3,0,0,0,318,0,2,14.01,3.85,0
2926.08,15,4,1,0,0,437,0,0,15.57,5.86,0
5336.06,4,7,0,0,0,892,0,3,20.34,8.69,0
3337.6,6,5,1,0,0,345,0,1,23.33,5.23,0
713.67,4,2,0,0,0,449,0,0,17.76,9.33,0
26366.11,14,3,0,1,0,713,0,1,16.89,9.81,0
10450.75,17,4,1,0,0,676,0,1,11.88,7.94,0
2560.23,17,5,1,0,0,607,0,1,7.09,21.46,1
2670.85,18,6,0,0,0,389,1,2,16.33,10.02,0
5310.61,16,2,2,0,0,454,0,1,6.18,5.52,0
1111.98,21,2,1,0,0,624,0,2,27.0,3.88,0
5109.26,21,0,1,0,1,153,0,0,15.85,11.73,1
900.3,6,0,1,0,0,344,0,1,15.22,12.15,0
3381.04,7,2,1,0,0,259,0,1,19.43,5.8,0
1067.42,1,2,0,0,0,122,0,0,22.52,2.2,0
1125.53,6,1,0,1,0,290,0,1,20.39,10.83,0
20496.49,12,6,0,0,0,775,1,0,11.82,4.01,0
3874.56,15,2,3,0,0,713,0,1,21.06,1.8,0
4526.83,21,2,0,0,0,152,0,1,13.38,2.0,0
440.56,14,4,2,0,0,340,0,0,6.83,2.18,0
1945.25,23,2,2,0,0,42,0,1,16.52,7.64,0
5909.24,13,6,1,0,0,760,0,4,20.01,10.72,0
4464.19,20,2,0,0,0,606,0,5,12.47,7.35,0
379.28,19,2,0,0,0,470,0,5,18.21,15.18,0
4525.55,11,6,4,0,0,616,0,2,11.15,8.5,1
5350.19,20,6,1,0,0,351,0,0,20.16,1.84,0
14015.93,20,1,0,0,1,168,0,2,12.9,9.2,0
1829.88,7,3,0,0,0,446,0,1,29.81,8.97,0
345.79,5,1,2,0,0,769,0,2,17.74,3.9,0
1278.43,2,4,1,0,0,369,0,1,14.07,3.25,0
1150.65,22,1,0,0,0,164,1,1,13.22,9.06,0
7891.52,10,2,0,0,0,277,0,1,19.03,5.99,0
210.07,13,3,0,0,0,682,0,1,7.5,12.63,0
2273.84,6,4,0,0,1,465,0,4,15.62,3.29,0
16270.11,9,5,0,0,1,188,0,1,14.2,17.73,1
3668.63,9,2,2,0,0,756,0,2,30.15,4.19,0
9331.33,13,3,1,0,0,214,0,2,21.52,9.6,0
649.44,4,4,0,0,0,140,0,0,10.19,0.87,0
677.16,18,2,1,0,0,262,0,1,19.27,17.52,1
16466.85,9,5,0,0,0,249,0,0,12.06,1.88,0
4049.21,5,2,1,0,0,869,0,1,27.81,3.6,0
4057.97,0,4,0,0,0,401,1,6,12.3,9.73,1
1125.45,2,3,1,0,0,60,1,1,14.62,0.69,0
4047.36,6,0,0,1,0,569,0,1,14.4,6.38,0
1093.09,17,1,0,0,0,424,0,1,28.01,1.3,0
12660.14,20,3,0,0,0,171,1,0,16.33,1.58,0
63845.56,22,1,0,1,0,95,0,2,20.96,6.7,0
6051.96,7,1,1,1,0,768,0,1,23.46,3.75,0
1869.28,15,4,0,0,1,179,0,4,19.39,3.03,0
254.59,6,8,0,0,0,619,0,1,18.39,3.18,0
620.99,3,3,1,0,0,358,0,2,21.96,4.69,0
18631.42,13,2,1,0,0,96,1,1,12.39,1.55,0
1235.65,15,3,1,0,0,597,0,0,21.36,4.24,0
2466.67,18,3,0,0,0,384,0,3,16.17,7.93,0
7245.18,2,2,2,0,0,58,0,0,23.44,3.68,0
17264.44,17,7,0,0,0,255,0,0,19.44,4.58,0
2952.58,7,4,0,0,0,97,0,1,8.89,7.1,0
2380.58,6,3,0,0,1,540,0,2,21.1,6.39,0
3925.32,0,4,0,1,0,219,0,2,16.72,3.26,0
1883.68,4,3,0,0,0,163,0,2,11.03,4.44,0
1993.19,11,4,0,0,0,229,0,1,26.69,2.28,0
5610.94,4,7,0,0,0,321,0,1,22.07,1.77,0
4422.92,7,3,2,0,0,299,0,2,11.83,10.63,0
34138.65,12,4,0,0,0,446,1,0,25.03,18.42,1
5772.1,2,3,0,0,0,165,0,2,12.08,10.65,0
12194.04,21,2,0,0,1,211,0,1,27.12,0.7,0
1182.22,7,2,2,0,0,853,0,3,13.08,6.15,0
6319.63,18,2,2,0,0,471,2,1,17.08,3.92,1
1704.23,15,1,0,0,0,138,0,1,16.44,2.13,0
5514.99,18,1,2,0,0,362,0,0,9.55,5.07,0
7502.12,6,3,1,0,0,266,0,3,11.22,18.53,1
3836.68,4,2,1,0,0,71,0,4,20.55,4.03,0
45601.32,3,3,1,0,0,565,0,2,18.7,6.99,1
16307.47,5,3,0,0,0,387,0,2,24.46,2.91,0
12532.84,13,1,1,1,0,404,0,0,19.93,4.83,0
8123.37,14,1,1,0,0,661,0,3,13.93,14.0,0
23191.22,18,1,1,0,1,420,0,0,27.19,2.04,0
805.27,23,4,0,0,0,1357,0,4,24.68,3.12,0
15348.87,19,0,0,0,0,202,0,0,13.54,2.9,0
1285.87,8,3,0,0,1,181,0,2,25.12,3.51,0
2013.13,11,3,1,0,0,485,0,1,29.82,12.84,0
6564.7,22,3,1,0,0,619,0,4,15.67,6.03,0
13291.52,17,5,1,0,0,254,0,3,16.53,3.08,0
1084.36,10,2,0,1,0,744,0,4,18.61,3.05,0
2125.64,19,2,2,0,0,163,0,2,14.4,9.49,0
4033.58,3,3,0,1,0,26,0,3,19.66,3.36,0
2993.85,16,3,0,0,0,458,0,2,9.49,5.35,0
8926.09,22,2,0,0,0,124,0,2,24.41,5.75,0
134285.58,12,2,0,0,1,37,0,0,19.18,8.69,1
5654.95,14,2,0,0,0,290,0,1,25.34,7.35,0
1682.51,1,5,1,0,0,327,0,0,16.3,5.77,0
933.24,14,2,0,0,0,528,1,3,8.51,4.15,0
2587.59,6,3,2,0,0,252,0,2,12.93,12.85,0
1356.6,23,3,2,0,0,776,0,1,8.96,0.24,0
5948.7,7,2,1,0,0,618,0,2,20.36,4.3,0
5852.49,7,2,0,1,0,367,0,3,17.67,3.05,0
2238.75,9,4,0,1,0,106,0,2,29.57,10.73,0
29266.62,16,2,1,0,0,117,1,1,20.04,7.08,1
1682.07,22,0,0,0,0,309,0,2,25.73,7.3,0
3211.83,8,4,0,0,0,540,0,1,19.86,6.98,0
7123.26,5,5,2,0,0,662,0,1,14.44,18.69,1
9289.66,18,2,1,0,0,545,0,0,14.32,6.22,0
13925.2,12,3,1,0,1,639,0,1,15.36,6.07,0
5709.7,10,0,0,0,0,230,0,3,10.08,5.86,0
10975.91,23,8,2,0,0,43,0,1,24.79,15.45,1
1811.0,11,2,1,0,0,267,0,0,33.63,5.41,0
9547.04,14,0,0,0,0,629,0,2,36.02,4.69,0
9414.12,23,1,0,1,0,163,0,2,12.92,0.48,0
17828.1,5,6,1,0,1,324,0,1,15.07,6.03,0
631.53,21,6,1,0,0,90,0,0,12.96,2.68,0
1404.53,23,1,0,1,0,282,0,1,8.84,1.97,0
8641.21,11,1,3,0,0,591,0,1,27.59,2.81,0
224.99,8,1,1,0,0,198,0,0,18.95,3.84,0
